0,1,2,3,4
0.04837773285290692,-0.2081369838295715,-0.17379041977520404,-0.21132345820639453,1.0
0.5810723309489264,-0.0871227990902902,0.005016744059800904,0.15485407239661952,2.0
-0.200279226907353,-0.37635393380779186,0.009784171223749971,-0.19249311419289022,1.0
-0.0048302666273561945,-0.2744919743644786,-0.1307318802110523,0.13704971214666284,2.0
-0.0644574510154744,-0.24379573444784214,-0.24283334297805326,0.11703593804664303,2.0
0.06446298602595113,-0.3024711672826228,0.08670912322400681,0.13578651175254897,2.0
0.2391362966338243,-0.21567917062188893,0.01197290644861937,0.13442613256362146,2.0
-0.012531012938825858,-0.308158520941003,0.1199121164284368,0.09244555567750468,2.0
0.10026552728485372,-0.15307821301613364,-0.4752378732590916,0.15935418267265267,2.0
-0.052893566080264076,-0.24293882317886478,-0.3412312413249296,0.14782588229852034,2.0
0.40942025606100363,-0.17618824682306117,0.12160636203089048,0.13110231409964823,2.0
0.2892314319188435,-0.09803922305313907,-0.04340610385863386,-0.22005697495238805,1.0
0.17299085806532244,-0.12856743923515093,-0.2700658767796198,0.15536808405985914,2.0
-0.3429887365288432,-0.33738059195478837,-0.04550976366275761,-0.23717041122059884,1.0
0.11416117213746163,-0.25718535932501024,0.310212100014446,0.08223155317883124,2.0
-0.04463399219140729,-0.215706985263836,-0.22614819415951282,-0.16947502624632915,1.0
-0.2284944621899202,-0.32186433668320785,-0.08924217875000329,0.1279432550830445,2.0
0.24500411406730632,-0.1614859297746487,0.1443794485455524,-0.2244619789944088,1.0
0.30728090177215683,-0.01947292587479181,-0.38323762483637674,0.1250744615351037,2.0
0.04672584296197391,-0.17118212218597662,-0.2838427225100352,0.14564730646909618,2.0
-0.02912577480700318,-0.22071387670442272,-0.09514491663557112,0.11852822384480954,2.0
0.2483119183021686,-0.28002280093435383,0.248155677347353,0.46034651064414445,3.0
0.12144552890217669,0.26638759572347653,0.08645976559754165,-0.17512326397966838,1.0
-0.3595237250075449,0.12856966588982338,-0.09689392187493362,-0.18144944097859367,1.0
-0.11002074973917553,0.1999018426627398,-0.05117499366793021,0.16054680919077613,2.0
-0.4588303035414505,0.029544583977715505,0.14579073449582836,-0.1860748450034425,1.0
-0.009648765293339245,0.29194082972058294,-0.09870825741158173,-0.2077407888979767,1.0
0.45619205842405547,0.42115282642787044,-0.07559620041532866,0.17593228343216416,2.0
-0.11012845197805599,0.0894517481372852,0.45903075965388185,-0.199738274656047,1.0
-0.26561807739616383,0.12444533074783566,0.023806807954149023,0.14799326786623013,2.0
0.12498795940982205,0.2860523543976815,0.07642365741362467,0.1350132849428447,2.0
-0.1435846002583534,0.09067593718888005,0.35570665114707944,0.13643894367194265,2.0
-0.05334102983735989,0.2616603998382494,-0.054645460802829504,-0.20108941450140444,1.0
-0.045554579534252015,0.30281310503495257,-0.3800039067925846,0.17825959351527831,2.0
0.0810491142116253,0.3744166828950916,-0.35465562589932054,0.14750293176495444,2.0
-0.1018156768479509,0.29422591425712113,-0.33547669593527923,-0.16087435997789407,1.0
-0.25388010937408645,0.15561539842555788,0.0486803290204727,0.15831995264934007,2.0
0.07713839205730355,0.25926877626890726,0.11688592768233697,0.12772212795061044,2.0
-0.04253084114735772,0.012847192877727495,-0.28962343593379414,-0.16767332733950718,1.0
0.125489261370276,0.346953603103759,0.10316074887735227,0.15910380204290941,2.0
-0.17090325551121832,0.31384929787308125,-0.2558271984557816,0.19069084029239625,2.0
-0.09260760784904287,0.2727328405813082,0.06293919099117751,0.1593525347953637,2.0
0.3857352909787526,0.43988175245453065,0.13047494761082956,0.16233514348160327,2.0
-0.04867708546591187,-0.03140306225302451,-0.10286226052698877,-0.18595277688950995,1.0
0.33499550823843893,0.07809758990001113,0.011910612585216529,0.14483169736947132,2.0
-0.17305985587034067,-0.07823330727997484,-0.050454501891259995,0.12787042929279324,2.0
0.2035116845402436,0.016454460840480023,0.052343043521208,0.1469202195584659,2.0
0.19773781971950055,0.02057026657765733,0.14581674684241153,0.1113953490607088,2.0
0.1299463633094538,-0.08966638168045585,0.3332530769771429,0.4647358326825547,3.0
0.06815431670036876,-0.0058908380250049935,-0.07344639813461507,0.15226800948497587,2.0
0.2092115680200426,0.03455086403107209,0.02700756577365937,-0.18290656632518376,1.0
0.015188996850692194,-0.025699593835379522,-0.07648751083869532,0.15253606142238785,2.0
0.25160825336792025,-0.04397346593085708,0.4290074144472229,-0.20612243218789672,1.0
0.16770957059277836,0.10011309204097314,-0.3690445417262653,0.17799418476400686,2.0
