0,1,2,3
0.3989550571660848,-0.12708669608485001,-0.08406220247850538,1.0
0.5824872256483502,-0.07989521497750106,-0.0017717100175786982,1.0
-0.12576095049898817,-0.342981590857698,-0.021827243836617827,1.0
-0.06310371053149788,-0.23926704094244394,-0.24759534858806842,1.0
0.06609496168456408,-0.29588875327966085,0.08184071957198147,1.0
0.18251162341689375,-0.2545123333540841,0.1036732231709887,0.0
0.35489703548958806,-0.14802152148796444,-0.0619353714013553,0.0
0.007145786484416439,-0.20593564146278057,-0.3985944980092657,1.0
0.05196125446630606,-0.2996403144734134,0.08984581371875155,1.0
-0.051536755856853245,-0.23853257888881915,-0.3465103819664233,1.0
0.41090238030769527,-0.16914445861095767,0.11606373602723985,1.0
0.1240844425228591,0.08324107315494998,0.0406172782415094,0.0
0.2875178078284815,-0.10690811620158844,-0.03350408938505933,0.0
0.20550713413208765,-0.3794304862304216,0.0719286508901692,1.0
-0.6862862634664164,-0.04986554910337285,0.1994755773081054,2.0
-0.3444988297809909,-0.3474374515458779,-0.03352865853283771,0.0
0.35438793128364143,-0.15742371484246734,0.15623845244386336,0.0
0.1157050179773626,-0.25033943164272227,0.30628713507570215,1.0
-0.04616452314260411,-0.22503113806640096,-0.21659368336065155,0.0
-0.2269842603482718,-0.31680952411109486,-0.09350679976060638,1.0
0.2434594526472823,-0.1694858009532002,0.15466916102843753,0.0
0.3083188389069283,-0.015094744165903382,-0.38949084589069505,1.0
0.15772618074653727,-0.14759121166500175,-0.2218313453469738,0.0
0.04802072643048416,-0.16641664745248458,-0.2894788077164844,1.0
-0.10491472509377697,-0.24617798355229792,-0.06929934594460074,1.0
-0.027704675222268604,-0.21530369367968083,-0.10015170944538643,1.0
-0.17326921779523052,0.14558736497453506,0.21639840090644924,0.0
0.2529717858554827,-0.2577855970810038,0.22774324044027505,2.0
-0.08464601564371854,0.2593591762593046,-0.12981078115606615,0.0
-0.11021282222297302,0.08379544334334112,0.47383771376721184,0.0
-0.6752641486593052,-0.0031648397286266755,0.03019659939707986,0.0
-0.2581322362729833,0.19139792292021618,-0.23958219485874022,0.0
-0.3614577911571468,0.11913893380649036,-0.08844985807141648,0.0
-0.10897487328512112,0.20602735491938745,-0.05906340523375664,1.0
-0.4605208576716231,0.021218124560259802,0.15480662348536878,0.0
-0.011820592612419745,0.28261104619983124,-0.09084905717015823,0.0
0.45703172066425424,0.4281980568491458,-0.08536878136742254,1.0
-0.11176244313159378,0.082888448017728,0.4678529887433025,0.0
-0.26449497954353973,0.13047312308614178,0.016745884895185248,1.0
-0.2813807562438825,0.1480144061469092,-0.0913143939798472,0.0
0.12596951828701902,0.2928815751116579,0.0683064384197467,1.0
-0.14227289124763587,0.0983685649386493,0.34895733213781566,1.0
0.0792397989243876,0.19949905290329134,0.2856975141576328,1.0
-0.055419652663445174,0.25270138342967996,-0.04685155053524148,0.0
-0.04474891913898993,0.3076684588990835,-0.38884908878642527,1.0
0.08172159489601877,0.37914877415493614,-0.36337956611620975,1.0
0.07814279827868131,0.2660732060589383,0.10914300433543134,1.0
-0.04437055720560523,0.003162337047384889,-0.28118590910115204,0.0
-0.3333721696159395,0.21278704559055778,-0.05702129689472224,1.0
0.1600675183301915,0.3033098161828412,0.3390001334025774,0.0
-0.16998195128851235,0.31954971039591085,-0.26510456065938093,1.0
-0.09158790061983524,0.27944860783144776,0.054683438246434735,1.0
0.38661184904411505,0.4475957403475722,0.12100541219451255,1.0
0.33616281672737447,0.08474185777168473,0.004809763659878619,1.0
-0.1717457445734747,-0.072553179201889,-0.056371989269695555,1.0
0.20478608858603548,0.023227079059207942,0.04553033646075855,1.0
0.19897851740646438,0.02731865349560035,0.13964991093760826,1.0
0.13444261208579894,-0.06705126283340992,0.31182810513268566,2.0
0.06940337323008061,0.00017569415938409327,-0.08018829005888983,1.0
0.20746855687682897,0.026496091726459378,0.03554074630548998,0.0
0.2500957848001855,-0.0503783855516545,0.43846166618341353,0.0
0.12340978534367947,0.0577142541805664,-0.24547182558447578,1.0
0.22812162249746432,0.03137124987104932,0.0455876320197216,0.0
-0.05507406648039703,-0.3760688208821648,-0.36410940880636333,1.0
0.39430317279254745,-0.3033908708199024,0.059995826972911837,1.0
-0.11060539123918578,-0.4758729300288179,-0.021353156200062617,1.0
0.31253185566656383,-0.22389308173258468,-0.2869267524722078,0.0
0.03765943238416436,-0.32429395844421377,-0.3144470301735465,0.0
0.48211469104282106,-0.2759961587297931,0.09381908496276292,1.0
0.2327592068770874,-0.4071262520789977,0.2444712135699838,0.0
0.27201756155254075,-0.2751176719464514,-0.2706405051293953,0.0
-0.01399321697111211,-0.4267052556863316,-0.06924878831368664,0.0
0.04028424078677684,-0.37403647244785193,-0.0958566036006383,0.0
0.25009940214838106,-0.35307742469325337,0.04707827973006995,1.0
0.3667438383993593,-0.38963042959323213,0.5203691221285691,1.0
0.5670582055472201,-0.1269056396601575,-0.284460782409767,0.0
-0.20840473957456063,-0.41334375291155684,-0.02901536065716881,1.0
-0.052759621599048234,-0.309181399462479,-0.04870671212188915,0.0
-0.6377716206370152,-0.07633834208798722,0.2931437224410629,0.0
-0.28670637556578327,0.2028547128400366,-0.21752546129186712,0.0
