0,1,2,3,4,5,6,7,8
0.291388270230141,0.2925045703839123,0.18085106382978722,0.5,0.3333333333333333,0.10067114093959731,0.2779864763335838,0.4720670391061453,1.0
0.41388270230141055,0.42961608775137117,0.18085106382978722,0.24671052631578946,0.6666666666666666,0.348993288590604,0.41021788129226144,0.4541101356743815,0.0
0.21566443949517447,0.21279707495429614,0.18085106382978722,0.6710526315789473,0.3333333333333333,0.2953020134228188,0.19872276483846735,0.4776536312849162,1.0
0.5764662212323682,0.5886654478976234,0.18085106382978722,0.25,0.3333333333333333,0.19463087248322147,0.5743801652892563,0.45530726256983245,1.0
0.6224944320712695,0.6314442413162706,0.18085106382978722,0.24013157894736842,0.3333333333333333,0.37583892617449666,0.6194590533433509,0.4581005586592179,0.0
0.4803266518188567,0.4822669104204754,0.18085106382978722,0.2269736842105263,0.3333333333333333,0.14093959731543623,0.47107438016528924,0.4680766161213089,1.0
0.4365256124721604,0.46727605118829985,0.18085106382978722,0.11513157894736842,0.6666666666666666,0.30201342281879195,0.4410217881292262,0.4373503591380687,1.0
0.5118782479584262,0.5144424131627057,0.18085106382978722,0.444078947368421,0.3333333333333333,0.30201342281879195,0.5033809166040571,0.466879489225858,1.0
0.4591685226429102,0.473491773308958,0.18085106382978722,0.5296052631578947,0.3333333333333333,0.19463087248322147,0.45567242674680697,0.4549082202713488,0.0
0.3838158871566444,0.42303473491773314,0.18085106382978722,0.48355263157894735,0.3333333333333333,0.1610738255033557,0.3918106686701728,0.42897047086991225,1.0
0.3162583518930958,0.3349177330895795,0.18085106382978722,0.4934210526315789,0.3333333333333333,0.053691275167785234,0.3121712997746056,0.45251396648044695,0.0
0.5534521158129176,0.5605118829981719,0.18085106382978722,0.444078947368421,0.6666666666666666,0.2483221476510067,0.548084147257701,0.46129289704708704,1.0
0.3641425389755011,0.3923217550274224,0.18085106382978722,0.01644736842105263,0.3333333333333333,0.21476510067114093,0.3658903080390684,0.44134078212290506,1.0
0.29918337045285825,0.3122486288848263,0.18085106382978722,0.003289473684210526,0.3333333333333333,0.10738255033557047,0.291885800150263,0.4588986432561852,1.0
0.5308092056421678,0.5367458866544791,0.18085106382978722,0.444078947368421,0.3333333333333333,0.12080536912751677,0.5244177310293013,0.4628890662410216,1.0
0.43058648849294734,0.4347349177330896,0.18085106382978722,0.02631578947368421,0.3333333333333333,0.12080536912751677,0.42148760330578516,0.46648044692737434,1.0
0.3530066815144767,0.3575868372943327,0.18085106382978722,0.6710526315789473,0.3333333333333333,0.12751677852348994,0.34259954921111946,0.4672785315243416,1.0
0.33184855233853006,0.4372943327239489,0.5,0.4506578947368421,0.3333333333333333,0.3422818791946309,0.3726521412471826,0.35754189944134085,0.0
0.3314773570898293,0.3473491773308959,0.22340425531914893,0.4934210526315789,0.6666666666666666,0.2080536912751678,0.32644628099173556,0.45530726256983245,0.0
0.45174461766889384,0.48884826325411335,0.05319148936170213,0.513157894736842,0.3333333333333333,0.2885906040268456,0.45980465815176563,0.4301675977653632,1.0
0.7780252412769116,0.8193784277879342,0.6702127659574468,0.13486842105263158,0.6666666666666666,0.5167785234899329,0.7948910593538693,0.42019154030327216,2.0
0.32071269487750553,0.3308957952468008,0.22340425531914893,0.2138157894736842,0.3333333333333333,0.174496644295302,0.3125469571750564,0.4616919393455707,1.0
0.6670378619153675,0.6723948811700183,0.22340425531914893,0.13157894736842105,0.6666666666666666,0.20134228187919462,0.6630353117956425,0.46129289704708704,0.0
0.360430586488493,0.3923217550274224,0.22340425531914893,0.6710526315789473,0.3333333333333333,0.33557046979865773,0.3640120210368144,0.4373503591380687,0.0
0.5419450631031923,0.5594149908592322,0.22340425531914893,0.6743421052631579,0.6666666666666666,0.19463087248322147,0.5416979714500376,0.45011971268954515,1.0
0.45322939866369716,0.44716636197440596,0.22340425531914893,0.13486842105263158,0.3333333333333333,0.3825503355704698,0.4391435011269722,0.4772545889864326,0.0
0.1789161098737936,0.23619744058500916,0.22340425531914893,0.2138157894736842,0.6666666666666666,0.11409395973154363,0.19196093163035316,0.41260973663208306,1.0
0.3374164810690423,0.3378427787934186,0.22340425531914893,0.24671052631578946,0.3333333333333333,0.4563758389261745,0.32456799398948166,0.4720670391061453,0.0
0.534521158129176,0.540036563071298,0.22340425531914893,0.24013157894736842,0.6666666666666666,0.10738255033557047,0.5281743050338092,0.46328810853950525,1.0
0.4621380846325167,0.4760511882998172,0.22340425531914893,0.256578947368421,0.6666666666666666,0.40268456375838924,0.45867768595041325,0.45530726256983245,1.0
0.548626577579807,0.549908592321755,0.6702127659574468,0.444078947368421,0.6666666666666666,0.30201342281879195,0.5401953418482345,0.46767757382282527,0.0
0.4866369710467706,0.4519195612431445,0.18085106382978722,0.6710526315789473,0.3333333333333333,0.2684563758389262,0.45867768595041325,0.5079808459696729,2.0
0.3756495916852265,0.38574040219378436,0.6702127659574468,0.21052631578947367,0.6666666666666666,0.2885906040268456,0.36851990984222394,0.4608938547486034,0.0
0.6224944320712695,0.6365630712979891,0.6702127659574468,0.6776315789473684,0.3333333333333333,0.12751677852348994,0.6220886551465065,0.45251396648044695,0.0
0.7717149220489978,0.7159049360146253,0.6702127659574468,0.003289473684210526,0.6666666666666666,0.3221476510067114,0.738542449286251,0.5263367916999202,0.0
0.370452858203415,0.3776965265082267,0.6702127659574468,0.49671052631578944,0.3333333333333333,0.1342281879194631,0.36175807663410975,0.4640861931364725,0.0
0.4528582034149963,0.45118829981718467,0.6702127659574468,0.006578947368421052,0.3333333333333333,0.1476510067114094,0.4410217881292262,0.4724660814046289,0.0
0.5727542687453601,0.5579524680073127,0.6702127659574468,0.07236842105263158,0.3333333333333333,0.04697986577181208,0.5567242674680691,0.48483639265762174,0.0
0.682256867112101,0.6994515539305303,0.6702127659574468,0.2138157894736842,0.3333333333333333,0.2684563758389262,0.6848234410217882,0.44812450119712693,0.0
0.3637713437268003,0.3762340036563072,0.6702127659574468,0.28618421052631576,0.6666666666666666,0.053691275167785234,0.3576258452291511,0.45849960095770154,0.0
0.12843355605048254,0.13857404021937844,0.6702127659574468,0.5427631578947368,0.3333333333333333,0.1476510067114094,0.11645379413974455,0.46488427773343977,1.0
0.4851521900519673,0.5455210237659964,0.6702127659574468,0.11513157894736842,0.3333333333333333,0.174496644295302,0.5060105184072127,0.4042298483639266,0.0
0.5734966592427617,0.6179159049360147,0.6702127659574468,0.5559210526315789,0.3333333333333333,0.2348993288590604,0.5879038317054847,0.42019154030327216,1.0
0.46362286562732,0.46544789762340044,0.6702127659574468,0.631578947368421,0.3333333333333333,0.11409395973154363,0.45379413974455296,0.46847565841979255,1.0
0.26132145508537485,0.3170018281535649,0.6702127659574468,0.006578947368421052,0.3333333333333333,0.12080536912751677,0.2753568745304283,0.41300877893056664,1.0
0.19710467706013365,0.24021937842778793,0.6702127659574468,0.11513157894736842,0.6666666666666666,0.15436241610738255,0.20323065364387682,0.4277733439744613,1.0
0.32553823311061614,0.36124314442413163,0.6808510638297872,0.023026315789473683,0.3333333333333333,0.040268456375838924,0.3305785123966942,0.4337589784517159,0.0
0.5671863400148478,0.5056672760511883,0.7021276595744681,0.24013157894736842,0.3333333333333333,0.22147651006711408,0.5270473328324569,0.5359138068635276,1.0
0.5248700816629547,0.5393053016453383,0.7553191489361702,0.11513157894736842,0.3333333333333333,0.18791946308724833,0.5229151014274982,0.4537110933758979,1.0
0.3815887156644395,0.4120658135283364,0.7553191489361702,0.7203947368421052,0.3333333333333333,0.5100671140939598,0.3850488354620586,0.43854748603351956,0.0
0.3422420193021529,0.3564899451553931,0.7553191489361702,0.5032894736842105,0.3333333333333333,0.12751677852348994,0.3365890308039069,0.456903431763767,1.0
0.4510022271714922,0.44241316270566733,0.7553191489361702,0.34539473684210525,0.3333333333333333,0.16778523489932887,0.43576258452291516,0.4800478850758181,1.0
0.21380846325167038,0.23546617915904935,0.7553191489361702,0.6743421052631579,0.3333333333333333,0.10067114093959731,0.20924117205108944,0.45091779728651243,1.0
0.45842613214550854,0.46910420475319936,0.4148936170212766,0.24013157894736842,0.3333333333333333,0.09395973154362416,0.45304282494365145,0.4588986432561852,0.0
0.3801039346696362,0.3722120658135284,0.4148936170212766,0.5,0.3333333333333333,0.1610738255033557,0.36363636363636365,0.4804469273743017,1.0
0.3578322197475873,0.38391224862888484,0.4148936170212766,0.4934210526315789,0.3333333333333333,0.16778523489932887,0.3583771600300526,0.4437350359138069,0.0
0.42093541202672613,0.4310786106032908,0.4148936170212766,0.28618421052631576,0.3333333333333333,0.2080536912751678,0.414725770097671,0.4600957701516361,1.0
0.2383073496659243,0.2420475319926874,0.4148936170212766,0.13157894736842105,0.3333333333333333,0.24161073825503354,0.22501878287002258,0.47007182761372707,1.0
0.2902746844840386,0.330164533820841,0.4148936170212766,0.2138157894736842,0.3333333333333333,0.2483221476510067,0.29676934635612323,0.42976855546687953,1.0
0.3559762435040832,0.36745886654478976,0.4148936170212766,0.513157894736842,0.3333333333333333,0.20134228187919462,0.3489857250187829,0.45969672785315246,0.0
0.14587973273942093,0.20182815356489944,0.4148936170212766,0.11513157894736842,0.3333333333333333,0.18791946308724833,0.15777610818933135,0.4146049481245012,0.0
0.4506310319227914,0.46508226691042054,0.05319148936170213,0.006578947368421052,0.3333333333333333,0.174496644295302,0.4470323065364388,0.4549082202713488,1.0
0.593170007423905,0.6255941499085924,0.05319148936170213,0.256578947368421,0.3333333333333333,0.1610738255033557,0.6018031555221638,0.4329608938547486,1.0
0.4094283593170007,0.40987202925045707,0.05319148936170213,0.11513157894736842,0.6666666666666666,0.2751677852348993,0.39782118707738545,0.47086991221069435,0.0
