fold,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
0,0.9666666666666667,0.9629629629629629,0.9824561403508771,0.9722222222222222,0.9675704412546517,0.037037037037037035,0.017543859649122806,1.0
1,0.9666666666666667,0.9523809523809524,0.9833333333333333,0.9696969696969697,0.960960960960961,0.047619047619047616,0.016666666666666666,1.0
2,0.9333333333333333,0.9249999999999999,0.9681818181818181,0.9249999999999999,0.9249999999999999,0.075,0.03181818181818182,0.9831439393939393
3,0.9,0.9055555555555556,0.9462962962962963,0.9116809116809117,0.9086079102540653,0.09444444444444444,0.0537037037037037,0.9919135802469136
4,0.9333333333333333,0.9419191919191919,0.9639376218323586,0.9419191919191919,0.9419191919191919,0.05808080808080809,0.036062378167641324,0.9921288912516983
