Fold/Mean,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
Fold_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fold_2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fold_3,0.9666666666666667,0.9666666666666667,0.9848484848484849,0.9629629629629629,0.964811260396673,0.03333333333333333,0.015151515151515152,1.0
Fold_4,0.9333333333333333,0.9333333333333332,0.962962962962963,0.9523809523809524,0.9427609427609427,0.06666666666666667,0.037037037037037035,0.9967901234567901
Fold_5,0.9666666666666667,0.9722222222222222,0.9824561403508771,0.9722222222222222,0.9722222222222222,0.027777777777777776,0.017543859649122806,1.0
Mean,0.9733333333333334,0.9744444444444443,0.986053517632465,0.9775132275132276,0.9759588850759677,0.025555555555555554,0.013946482367534999,0.999358024691358
