Fold/Mean,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
Fold_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fold_2,0.9666666666666667,0.9523809523809524,0.9833333333333333,0.9696969696969697,0.960960960960961,0.047619047619047616,0.016666666666666666,1.0
Fold_3,0.9333333333333333,0.9333333333333332,0.9696969696969697,0.9333333333333332,0.9333333333333332,0.06666666666666667,0.030303030303030304,0.9893181818181818
Fold_4,0.9666666666666667,0.9722222222222222,0.9833333333333333,0.9696969696969697,0.9709579540528825,0.027777777777777776,0.016666666666666666,0.9871604938271604
Fold_5,0.9333333333333333,0.9419191919191919,0.9639376218323586,0.9419191919191919,0.9419191919191919,0.05808080808080809,0.036062378167641324,0.9968618937917184
Mean,0.9600000000000002,0.9599711399711399,0.980060251639199,0.9629292929292929,0.9614342880532737,0.04002886002886003,0.01993974836080099,0.994668113887412
