Fold/Mean,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
Fold_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fold_2,0.9666666666666667,0.9666666666666667,0.9855072463768116,0.9583333333333334,0.9624819624819625,0.03333333333333333,0.014492753623188406,0.9887888198757763
Fold_3,0.9,0.8833333333333333,0.9515151515151515,0.8917748917748919,0.8875340405641589,0.11666666666666665,0.048484848484848485,0.9839772727272728
Fold_4,0.9,0.9,0.9444444444444444,0.9333333333333332,0.9163636363636364,0.09999999999999999,0.05555555555555555,0.9644444444444445
Fold_5,0.9,0.9141414141414143,0.9463937621832359,0.9141414141414143,0.9141414141414143,0.08585858585858586,0.05360623781676413,0.9497903006674937
Mean,0.9333333333333333,0.9328282828282829,0.9655721209039287,0.9395165945165946,0.9361042107102344,0.06717171717171717,0.03442787909607131,0.9774001675429975
