Fold/Mean,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
Fold_1,0.9666666666666667,0.9629629629629629,0.9824561403508771,0.9722222222222222,0.9675704412546517,0.037037037037037035,0.017543859649122806,0.9966414352379265
Fold_2,0.8666666666666667,0.8380952380952381,0.9376811594202898,0.8380952380952381,0.8380952380952381,0.1619047619047619,0.06231884057971015,0.9850517598343685
Fold_3,0.8666666666666667,0.8416666666666667,0.9348484848484848,0.8611111111111112,0.8512778684067427,0.15833333333333333,0.06515151515151514,0.9821969696969698
Fold_4,0.9,0.9111111111111111,0.9481481481481482,0.9090909090909092,0.9100998890122087,0.08888888888888889,0.05185185185185185,0.9807407407407407
Fold_5,0.8666666666666667,0.8863636363636364,0.928849902534113,0.8897435897435897,0.8880503970076777,0.11363636363636365,0.07115009746588694,0.9592046192923386
Mean,0.8933333333333333,0.8880399230399231,0.9463967670603827,0.8940526140526142,0.8910187667553039,0.11196007696007697,0.05360323293961737,0.9807671049604689
