Fold/Mean,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
Fold_1,0.9666666666666667,0.9696969696969697,0.9841269841269842,0.9666666666666667,0.9681794470526864,0.030303030303030304,0.015873015873015872,1.0
Fold_2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fold_3,0.9333333333333333,0.9249999999999999,0.9681818181818181,0.9249999999999999,0.9249999999999999,0.075,0.03181818181818182,0.996439393939394
Fold_4,0.9333333333333333,0.9333333333333332,0.962962962962963,0.9523809523809524,0.9427609427609427,0.06666666666666667,0.037037037037037035,0.9935802469135803
Fold_5,0.9666666666666667,0.9722222222222222,0.9824561403508771,0.9722222222222222,0.9722222222222222,0.027777777777777776,0.017543859649122806,0.9968618937917184
Mean,0.9600000000000002,0.9600505050505049,0.9795455811245286,0.9632539682539683,0.9616325224071703,0.03994949494949494,0.02045441887547151,0.9973763069289386
