Fold/Mean,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
Fold_1,0.9333333333333333,0.9259259259259259,0.9649122807017544,0.9487179487179488,0.9371833839918946,0.07407407407407407,0.03508771929824561,1.0
Fold_2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Fold_3,0.9666666666666667,0.9666666666666667,0.9848484848484849,0.9629629629629629,0.964811260396673,0.03333333333333333,0.015151515151515152,0.9893181818181818
Fold_4,0.9,0.9,0.9444444444444444,0.9333333333333332,0.9163636363636364,0.09999999999999999,0.05555555555555555,0.9369135802469136
Fold_5,0.9666666666666667,0.9722222222222222,0.9824561403508771,0.9722222222222222,0.9722222222222222,0.027777777777777776,0.017543859649122806,0.9968618937917183
Mean,0.9533333333333334,0.952962962962963,0.9753322700691122,0.9634472934472933,0.9581161005948852,0.04703703703703703,0.024667729930887825,0.9846187311713628
