fold,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
0,0.496,0.3336992316136114,0.6670212956364863,,,0.6663007683863885,0.3329787043635138,0.5002631482950721
1,0.499,0.3333333333333333,0.6666666666666667,,,0.6666666666666666,0.3333333333333333,0.5017364876259642
2,0.4965,0.3333333333333333,0.6666666666666667,,,0.6666666666666666,0.3333333333333333,0.4888712163322492
3,0.506,0.3333333333333333,0.6666666666666667,,,0.6666666666666666,0.3333333333333333,0.4750498475195056
4,0.504,0.3323442136498516,0.66580606437541,,,0.6676557863501484,0.33419393562458993,0.5084957904628433
