fold,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
0,0.4995,0.4222854288852064,0.686333496398944,0.4653067338887058,0.44275346701865215,0.5777145711147936,0.3136665036010559,0.6614340358200784
1,0.519,0.41823024211836546,0.6958402613449662,0.43336474586274926,0.4256630091668903,0.5817697578816347,0.30415973865503376,0.6564941271525875
2,0.496,0.40112857238640154,0.6842569806457899,0.41953881014038436,0.4101271905169428,0.5988714276135984,0.3157430193542102,0.6188306317524134
3,0.519,0.4040286045367239,0.6942612607779897,0.41406248048655603,0.4089840098361105,0.595971395463276,0.3057387392220104,0.6625779150711991
4,0.4945,0.3895229210991276,0.6784741876586421,0.4165219519261573,0.40257026090183373,0.6104770789008723,0.3215258123413579,0.6283110993639397
