fold,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
0,0.493,0.33436899900051803,0.6675630983226262,,,0.665631000999482,0.3324369016773738,0.49335251370412964
1,0.495,0.33363473150204964,0.6670073581964087,,,0.6663652684979503,0.33299264180359134,0.4742712513672637
2,0.4905,0.33076109341970367,0.6643067519610786,,,0.6692389065802963,0.33569324803892137,0.49418958828184717
3,0.509,0.3387026366334905,0.6715793446534744,,,0.6612973633665096,0.3284206553465257,0.4859281368438884
4,0.495,0.32938370845571074,0.6630808755115354,,,0.6706162915442894,0.33691912448846456,0.4953118969824429
