fold,Accuracy,Sensitivity,Specificity,Precision,F1_Score,FNR,FPR,AUC
0,0.499,0.3493933509894946,0.6816327651073328,0.3324941416811873,0.340734339887565,0.6506066490105055,0.31836723489266716,0.5430172293685339
1,0.5045,0.3493965515992216,0.6817243682085428,0.3353817235396183,0.342245722238742,0.6506034484007784,0.3182756317914573,0.5390671717744602
2,0.497,0.3447244223075039,0.6773729927641445,0.33075770611048133,0.337596671668375,0.6552755776924961,0.3226270072358555,0.5167281881614622
3,0.4855,0.3361866438084353,0.6695296333615222,0.32376832020671586,0.32986064467057097,0.6638133561915647,0.3304703666384778,0.5209828537501551
4,0.4905,0.33950288619496255,0.6728684342190926,0.32716450216450216,0.3332195175129707,0.6604971138050374,0.3271315657809074,0.521282460097847
